Gene name	Adrenal gland	Appendix	Brain	Colon	Duodenum	Endometrium	Esophagus	Fallopian tube	Fat	Gallbladder	Heart	Kidney	Liver	Lung	Lymph node	Ovary	Pancreas	Placenta	Prostate	Rectum	Salivary gland	Small intestine	Smooth muscle	Spleen	Stomach	Testis	Thyroid	Tonsil	Urinary bladder
A1BG	1441150969	2238942079	168409609.4	1361484434	1026570134	1038354726	2660227028	780728759.2	10044541050.00	3960212046	544553563.10	1011221933	446623915.60	355653702.4	613962609.3	1688536778	85892304.61	2210559460	1033976807	1392320088	626432685	509397257.5	1331270140	307380450.1	1807400571	1926885804	820643357.1	130974936.5	1416002927
A1CF	5594018.226	0	141731.0267	12737133.39	49409816.62	209095.2421	1904837.78	5849328.389	2863722.38	9853994.286	5878366.14	49201246.95	569993731.50	4625777.623	1386129.521	0	37900789.57	7325457.532	6246960.058	10871184.57	22846898.91	45069253.49	2477651.883	4289654.649	13874305.29	485562.5659	14815419.68	1763109.742	611688.7896
A2M	2783243118	2234963808	593340803.4	1353803295	1182777046	533989914.7	1960574370	597003931.5	11579699108.00	2487497710	253208615.50	914431112.4	562773652.90	713781719.3	840529100.9	1391788015	188080382.4	2663606552	657293487.7	2051731912	374412626.4	534791084	336932736.7	280245696.4	2954749216	300416405	873000665.5	170573752.2	3906926223
A2ML1	837012.7142	68290426.03	223756.2638	105770.759	349778.6189	1211871.736	23781210.54	657015.9598	112129.35	365928.1756	825709.41	180008.9717	358700.91	764371.7406	462856.0209	61315219.37	223850.8392	938867.0743	13499.27633	1456518.153	191403.4272	301463.8996	60075.15736	594404.0419	192737.3124	8204.680634	86392.05693	105794074.4	44459.75063
A4GALT	293878.8818	1471620.839	202729.3504	0	0	0	505061.0928	175787.6709	0.00	0	0.00	681913.6051	371030.58	4695140.476	0	0	0	33882.0158	0	596197.987	642609.2856	0	0	0	462792.0459	1623790.92	0	0	1236098.577
A4GNT	0	0	0	0	128654.712	0	0	0	0.00	0	0.00	154891.1404	0.00	25355.74628	0	0	0	0	181783.5095	0	0	139396.1457	0	0	9425308.839	0	0	0	0
AAAS	6724939.967	4255197.987	5943123.16	7429471.761	15622583.12	6930712.347	2030802.474	5764741.702	2485333.40	65022014.97	1764137.41	4104860.588	2773472.85	15815420.71	8073649.3	6391002.341	3264941.493	17329173.67	11355323.92	6274280.369	6081199.574	2231290.236	5131932.677	2224887.593	20386212.12	25082039.83	7205874.415	7407981.956	5997715.144
AACS	1979188.407	5105771.835	7224675.091	2651000.508	17447309.4	2899748.992	1692003.629	2232834.135	15942925.13	3447398.054	3702775.39	6018593.963	8030208.42	8256595.154	2005311.647	2976240.229	3920784.638	6790487.302	8394475.041	4392240.571	32039759.39	2084325.279	989024.9643	0	12054842.81	3208802.766	4607493.104	6331091.902	3631720.311
AADAC	123291068.5	0	72166.49552	1339697.671	144801978.9	332738.1258	3125230.233	431124.9868	1542554.66	22407239.55	363843.44	2161166.613	555694273.30	465131.4195	3240355.333	0	13920077.86	3420969.926	549703.9846	1124323.679	1487023.542	219617420.2	645965.4729	4638513.501	12786855.23	84188.11761	1457186.827	0	448449.8348
AADAT	3203457.664	0	1281087.294	461706.7425	192124.412	3647046.962	12053435.74	219658.2698	1596336.48	11220901.77	443581.18	3379607.425	370801020.10	531643.8391	0	353623.1375	15154.60613	2533441.821	789642.8268	806159.6928	0	198867.0363	0	0	756765.1183	344052.0608	285642.0908	64018.70947	573498.08
AAED1	8669763.626	0	1057343.703	5576311.029	1837244.279	6173676.217	883345.3301	3470343.723	1544470.87	0	1085815.18	0	0.00	9333272.278	1058223.45	425710.0372	0	398121.2104	1611526.879	1389157.853	0	0	2953250.918	4632952.151	1388913.837	1808561.799	0	1223016.949	910812.3955
AAGAB	55124270.71	2834615.46	4691561.403	2123798.999	6916428.383	5960918.579	3294350.973	3157182.185	3914448.01	4944344.347	3244102.10	2689093.061	85241358.46	4520111.425	2484407.32	4985753.78	1028902.158	2401119.036	7407644.168	6012587.349	12589195.19	3713651.231	921281.6692	1835361.368	4779032.445	15833929.86	2541302.852	5487660.347	3485941.55
AAK1	74778494.83	21067858.41	151775622.9	34436386.45	55272463.21	87855143.76	75490433.93	49247259.43	18256437.75	84486751.4	186652854.60	74944118.33	17341740.12	73316190.75	80384720.35	54755230.42	34508151.56	97912613.97	68744704.91	53724899.92	31820779.52	50645447.58	106811051.1	36619172.66	42631008.96	37038062.34	193615877.9	34938633.49	50071124.35
AAMDC	69065104.32	97360917.13	55502941.24	110345142.3	16695914.42	191079645.2	346912499.5	350176163.5	113667435.30	35437206.85	667172226.70	110284713.2	45955244.75	54428099.17	41604639.17	53633788.55	37219484.28	25685953.85	37695514.33	207078824.5	68522448.42	115830674.7	158002414	90880569.64	110398894.2	82458879.99	51983862.97	32290972.94	79837429.03
AAMP	9442367.559	37386533.96	30039171.76	13619882.28	29074539.7	10017497.53	12723071.06	15909929	8248675.29	9167931.944	0.00	11456443.01	22507391.62	28030874.83	14337589.15	8772059.395	17599743.7	7046046.329	8916747.265	11776534.92	21578103.83	14850890.17	7802887.552	35233469.61	23990650.17	15466742.8	7598928.923	19574712.45	19457861.69
AAR2	12056801.39	9821479.004	3509146.004	4537818.91	5477332.001	3508807.422	3760388.49	7248888.261	1853620.54	2897439.524	2433442.15	1217536.828	9007695.98	5153763.52	7755186.094	3738058.477	38344448.17	6409988.306	2942216.654	10384654.73	1808408.692	3739132.122	4587116.824	4498552.859	3161856.073	15045839.01	5602681.639	18290952.85	4013073.115
AARD	0	0	0	200660.911	0	0	0	0	0.00	0	0.00	0	0.00	0	325581.6727	12100706.45	0	0	7663436.43	0	0	0	0	0	0	5759465.052	0	0	0
AARS	146220996.6	78308877.99	588525479.7	164142338.7	168185718.5	175001095.4	150600266.6	119500000.8	78904704.63	116395824	86756761.05	92176629.4	439854592.10	331816705.8	131183181.6	92456111.31	490532093.6	141625133.7	142324524.8	149162927.3	265534551	125941770.9	242937460.6	106335329.6	88212317.21	130575836.6	411164741.1	173532241.3	135172386.1
AARS2	14972780.86	6423938.129	18805950.91	22807661.34	20751807.67	12457435.99	7505568.853	24128193.41	8589378.66	17494589.72	10949545.28	23927155.66	17709556.84	16398620.82	21186260.23	19499141.46	9495837.162	7270938.273	14711617.66	17889220.37	14978651.92	45753580.84	9425702.033	6321980.497	13092045.82	13640373.54	24371377.87	16867882.12	23456246.07
AARSD1	806737.5725	0	2313847.502	2802766.003	1879937.892	3441275.396	2356065.289	1511875.728	0.00	1283562.644	1653124.83	2619098.899	907952.65	1682446.042	702860.4353	1995728.654	1063700.423	920693.9879	2303947.271	1831013.499	2060557.562	1380321.344	2855533.057	0	1810062.015	4231996.347	2941476.555	0	0
AASDH	2202760.231	1606057.306	0	813643.5828	16630.64428	528348.1326	0	229299.8801	0.00	0	0.00	25301210.8	23550785.54	194381.6316	0	2093195.981	0	453395.7884	0	247166.9284	50397.57113	16963656.53	0	525535.9908	530616.2969	0	36365348.12	64435.1449	0
AASDHPPT	53127698.97	52668433.15	222100468.3	67075147.32	31736426.57	39910580.67	55168076.93	69955097.94	15688707.02	20392094.46	61806347.65	68864182.62	44024706.82	67921072.11	61370318.99	34637390.38	8714998.029	34553852.09	30602088.51	27335019.11	53367753.87	54354977.75	98202572.86	23438773.11	71981221.18	63966339.27	72082474.8	62834564.82	20880728.91
AASS	20295297.48	12704270.36	56554709.31	14657150.49	13595424.78	50595036.34	25676254.61	29551917.21	27589691.83	6053195.868	265071486.00	209672549.3	500888323.00	88177095.78	13580084.62	15016617.48	41109791.5	19679748.81	48828534.11	10460042.42	22572100.66	9819720.155	21622015.65	7528793.452	21978913.91	18651483.41	190094998.8	12212942.84	43287423.34
AATF	3588805.054	1036291.205	2150295.456	5781775.808	6906653.626	4108127.692	3011607.213	9527386.487	2677466.09	2651187.49	437524.84	986336.5543	7793982.26	17446310.48	11714340.59	4606263.69	5908066.526	3904601.187	3073995.983	1923084.21	1152113.165	4948632.823	2009420.464	2771869.539	3288308.067	11577061.92	2329100.879	14402973.81	1341109.172
AATK	286403.0419	0	1110734.66	0	105201.6032	467505.7993	0	0	0.00	0	0.00	0	94690.40	15642.18612	0	0	0	0	0	315462.5941	0	102823.2312	224460.2539	0	0	262704.3079	0	0	0
ABAT	145317897.1	10686995.63	2217456550	20919772.01	182947145.6	9955575.531	105596951.2	8200583.886	4490794.98	13605164.05	274619055.70	3360543443	3847820543.00	7764498.494	17749472.56	17116787	3641163984	65667311.76	185165596.2	97082595.96	39905859.52	238490750.5	14947924.5	15805820.2	44546682.49	151768195.6	333015962.7	3888428.435	93107841.47
ABCA1	2829062.781	603775.4703	1402991.015	145713.2343	329661.5397	308869.0476	199489.2185	221655.2788	1197610.05	1898801.44	123624.88	98290.14165	1768363.86	2008762.033	24516.16713	1688406.551	477137.4618	9406275.921	784013.972	796108.0004	16934442.65	761814.7951	116520.7942	519209.9551	203658.1664	246140.419	0	9184798.116	957345.1977
ABCA12	0	216447.0778	0	7451.961204	341990.3453	202977.137	23357.61246	0	0.00	28849.18234	2970226.38	0	0.00	428137.8978	0	1323998.759	0	63344.56416	100603.3106	0	0	441684.2564	370920.715	71732.14635	0	124858.3148	0	101315.1465	12982.90125
ABCA2	364326.6145	0	7963447.117	89234.13356	238573.4234	312647.8773	36886.47536	520468.8797	135502.09	161609.4192	417205.03	875998.8935	136826.04	50654.898	160518.3228	2830606.853	129239.6786	185518.8163	226814.3479	302437.276	46374.35289	181053.6297	0	116545.0414	44108.01274	684925.2677	148978.5247	0	0
ABCA3	1368360.041	44006.47473	3549104.743	39514.10499	1149511.343	551296.3196	595943.5842	124874.1173	1943938.24	4979560.474	901383.19	299812.6327	416816.99	30541741.1	215255.8076	200902.7025	1267474.747	701594.7155	2154212.608	261162.514	2154482.748	3384663.325	146999.4604	198690.8156	241297.1028	780585.2213	889100.0383	205476.4344	88237.72227
ABCA5	234886.0649	0	2484875.972	12134.35511	0	126066.8388	0	659992.3936	0.00	0	1085693.33	0	533900.74	94982.24735	0	0	0	88667.62419	89573.60521	0	91169.68922	101319.9167	0	0	0	33032.11782	0	26923.74932	0
ABCA6	3157738.482	12029904.83	3262550.745	905376.0334	8092552.288	9342071.419	8536456.9	4165608.129	11915931.31	8714687.336	7817796.20	3314520.602	92690998.51	5165979.664	889465.9688	5928154.171	11269699.97	2569504.039	71921089.05	5867675.45	750532.0077	4568567.049	1119800.158	27949259.7	8307636.382	10364388.05	912930.6071	5672359.949	15543452.53
ABCA7	129651.5612	0	0	0	27607.69562	0	0	0	0.00	0	2137875.72	0	0.00	71247.03818	13951.57314	0	157494.9445	0	0	0	369893.4832	0	0	23311.3255	32858.97691	0	0	0	0
ABCA8	61075802.89	1295752.13	7517818.48	17491279.32	7102148.753	6042422.749	3234473.95	22011618.27	36926778.36	11742622.18	29726635.40	4216050.577	15632395.77	2667950.7	11937441.24	19293989.76	14018840.12	4082811.015	9618929.089	23994925.48	27395024.77	6829343.146	4712754.074	10694823.67	26512273.49	80096814.98	858375.091	4643479.808	1477575.829
ABCA9	489878.5217	54880.74021	17526.51097	0	30497.23972	792463.9817	35070.25876	643761.9256	77665.55	0	268160.58	31284.29112	4575.16	0	133590.5933	272892.297	0	0	100856.2528	151515.3026	82872.06995	0	787889.0333	0	90481.7782	677353.4144	58496.05301	10717.96959	0
ABCB1	123210683.1	602562.5826	5315863.893	4419252.117	6878590.616	3411743.366	2645736.311	1514674.085	0.00	3582523.641	4902284.04	44075659.69	14602331.23	38901.17272	1095060.999	867475.4243	2587108.313	2637198.786	3261921.357	5453531.762	1748833.288	23935205.11	1658935.191	514621.8414	801709.3459	954465.583	584923.0606	572239.212	776950.9097
ABCB10	10642018.79	8111792.578	3050254.106	3352456.956	11532005.25	1547520.725	769212.7183	4784044.928	1760747.89	256210.3729	26377979.19	2870148.071	6720597.24	11475583.68	1477341.367	641524.7541	723325.5469	2037032.609	1243442.526	2895585.451	1768584.413	11161094.62	3729371.153	4526591.332	5268894.859	1297001.801	9791391.215	2524452.585	478049.0205
ABCB11	1794201.564	394673.6401	20820361.31	43153.72307	344765.1148	88045.67299	63843.07907	0	685366.93	15577.91936	152157.92	660372.9662	71379548.11	456276.4404	87860.14861	196069.88	2061507.9	491116.3008	289063.0694	25445440.54	357602.7018	458214.9119	389184.6486	53107.41685	1458388.268	117617.5922	584448.4476	295878.8753	508202.498
ABCB4	43089.5753	48530.0605	0	0	0	0	0	4697.931864	0.00	0	87780.37	1117285.042	7012806.78	595064.2628	7536.132387	0	0	0	0	0	0	72785.96214	0	0	0	0	242714.5934	142359.5024	0
ABCB6	14092561	6133815.404	21816373	2639985.271	1094268.204	3957715.452	1906907.996	7694081.349	6441682.69	5944091.086	6964181.33	9087489.295	14295755.58	27258566.05	796074.9995	5228205.782	5382311.797	3369290.212	17085355.6	3442495.244	5164275.074	5314942.398	5218017.46	3980304.554	4553198.827	22590465.96	19897525.79	1914105.037	3182466.753
ABCB7	31637673.85	10987791.76	27485783.03	17405605.25	19716629.44	7966662.096	10700629.07	10569392.71	16853766.93	7079093.843	93257882.20	23227214.04	31309963.31	11205034.05	5885498.888	9154792.99	6539141.948	16166664.05	5212390.796	24505188.48	15931858.38	14780077.67	7645647.104	5794694.998	10727467.71	19881081.74	93912175.12	11245254.74	8174142.159
ABCB8	72743740.03	2897394.525	16865882.35	4723395.065	92040366.76	3554216.888	25204086.07	119749308.9	6046814.25	1313822.428	24289943.37	132459432	24953332.08	4339975.06	1858999.129	2173634.906	20854268.86	3404103.031	3259783.817	1125370.731	42964063.57	125541273.9	246931484.3	1860850.889	3641520.746	5768810.293	14701762.36	3579622.086	1237484.307
ABCB9	0	0	851002.8594	0	0	0	452421.8646	60821.00775	10988482.30	982203.891	0.00	35425.82762	3356484.94	281150.765	0	1299023.771	0	0	0	0	2221572.167	18788.52946	0	0	0	0	1246408.693	685493.173	0
ABCC1	6143150.817	1158016.609	1065453.721	8158772.282	6353906.922	5465542.588	7464721.895	3424679.632	4506303.56	6923882.021	3936498.92	2092076.434	1266068.55	46995576.13	2417892.196	7646806.407	3518328.421	10626144.34	10697674.17	4505042.897	1319890.383	3030368.658	5346175.211	3537250.336	5995715.7	9735975.738	15840833.57	6930129.783	7114890.402
ABCC10	1544303.53	0	27580.82231	66163.33043	188640.1844	49476.20638	81717.80353	314993.1897	104596.06	424915.1897	212270.44	61386.94648	56401.03	1673542.751	52140.17819	233629.6684	0	779114.287	353232.0141	195149.4201	209093.5651	223123.2193	0	0	283441.5868	334463.99	1015322.118	159428.8614	2083111.979
ABCC2	20841918.03	0	0	1218759.542	4175712.837	3217932.802	1356071.238	4662570.813	223533.10	3056825.11	537631.14	6358233.533	41229981.02	1311406.541	370160.2954	3929182.012	29850122.07	952780.8436	525086.6512	1367867.81	760139.2124	13609930.15	320801.5342	141686.9779	1825358.627	1626513.549	264384.424	83399.43491	615374.8305
ABCC3	97194961.38	73059500.25	369875.9934	19151214.43	11915743.27	372209.4307	933110.1428	950983.3159	4918162.46	93674900.01	7564331.68	5503581.567	23344920.73	31865501.82	4800918.431	956833.9883	5160559.656	3532620.826	367193.7115	72400106.79	8396589.583	9965988.596	2833624.092	1282122.903	43737185.78	1276618.873	3286944.864	1333567.075	12268696.18
ABCC4	3402511.948	853775.8719	10826452.72	6495165.43	7736561.969	4229642.999	1431474.882	14327585.56	1158340.38	5317570.086	5233554.85	11075736.75	0.00	12514991.22	1787295.618	814687.3797	2937174.236	4496930.221	89163910.08	6407953.918	1287043.403	8460352.345	7018818.046	3592747.975	5396644.747	14819198.5	7288806.793	3959432.175	10042105.75
ABCC5	0	23053.11291	0	0	178190.6546	0	0	0	213159.98	0	0.00	0	0.00	3435290.205	76700.96545	0	165990.0421	1518304.575	154301.8728	392092.7882	0	478042.4116	0	0	243114.1549	64438.75227	6224049.983	0	0
ABCC6	78826.90326	0	25309.17225	164310.6271	1061097.096	0	56697.64821	0	789047.05	302304.3714	227923.09	16327236.02	77865770.50	67181.20168	88339.55558	2153038.649	1719157.779	0	47969.95562	422715.5483	591181.221	2870634.234	392248.026	0	114502.0945	222137.1291	1979136.236	0	58984.969
ABCC6	0	0	0	0	0	0	0	0	0.00	0	0.00	0	422837.42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCC8	0	0	498132.5617	0	35646.32909	147893.0203	0	0	0.00	0	0.00	0	0.00	0	0	138359.8165	332026.3791	0	0	0	0	0	0	0	0	0	299980.3995	0	0
ABCC9	258137.5345	15615685.87	385622.9466	115727.3098	535530.5204	1304278.411	476038.2541	728717.4866	219049.15	1172175.336	4235416.45	390210.9971	487810.72	106363.2767	372972.4012	0	266017.6955	20920061.95	178751.7656	672988.7289	15331.81062	494973.5641	2770223.813	42335.77703	0	963442.9018	244925.2908	0	0
ABCD1	57820195.21	18191859.23	1620271.935	4803408.527	20281673.42	4105693.152	4536799.191	1136183.641	455280375.60	9982467.937	12053578.23	3350421.667	70852297.25	5824271.101	4511406.426	8418517.345	5512245.898	30263867.89	3357718.765	2896911.716	4141295.622	60033908.01	4755020.927	8666784.7	2098324.352	154829314.1	3286695.067	3386234.263	37653046.51
ABCD2	342582.3707	0	4909940.555	21970.80927	0	361698.5684	0	1171633.73	2072069.28	0	1564412.25	555278.4105	305923.99	14668.34547	496839.9569	166902.6609	1095412.368	85515.72952	39633.55041	0	65021.99092	47896.52958	672876.6616	190174.9984	0	3909548.718	316616.8344	147924.458	0
ABCD3	50671925.77	12778984.24	71452644.9	37015787.91	124070036	20045791.72	6376664.031	23377725.06	17608756.41	73360411.46	56857087.37	123748903.9	270327147.10	36088698.82	7050084.276	11844469.55	32070729.8	21612342.96	56594928.7	47581500.96	36844435.18	154574398.5	13810015.52	12674084.97	74714215.87	106668206.7	70569958.09	22036624.82	39060947.85
ABCD4	2911457.79	146264.547	837866.3185	502677.3066	12724210.21	404197.171	875621.8312	2332684.585	0.00	2022579.608	1157528.58	3940852.127	6592783.34	205189.8135	336705.5748	905100.0828	3161781.224	3440733.158	558824.1544	1399000.135	28041.23005	3927597.847	63361.5021	1222454.251	472581.8776	6668970.456	300092.8079	0	14107559.45
ABCE1	82860339.92	78762158.36	122955488.3	113513400	162891269	196414463.6	140127361.3	87137007.19	70194987.54	138634156.5	93970141.87	78872572.97	113220977.20	182592707.3	117537723.3	109164216.7	277707135.1	100792309.9	102958166.9	94464967.72	219677591.7	88716452.7	163169633.7	129951486.6	118764379.6	416726399.2	104118852.7	148089234.6	131636004
ABCF1	67676446.97	82636461.11	56542037.4	72764823.5	75467425.08	74334978.08	56849729.48	53633047.34	68038476.97	53355694.41	62226757.54	53324703.77	88225657.60	196983601.3	116064221.3	61023303.92	95722235.99	111787197.5	60474563.44	49438969.96	123079563.5	96043805.06	89950842.36	57271477.68	78871186.09	81546431.2	87857112.34	115298688.9	63582820.04
ABCF2	23637319.43	56064518.56	44233394.27	16580992.33	61016551.46	46442557.68	50825400.32	26730665.01	18310091.82	16672880.07	35139565.14	52974732.96	10532428.47	67212949.85	25305839.66	32876978.01	31211189.49	15027438.7	29820817.71	22501132.3	20342585.1	25931304.98	33970528.71	34051682.73	19166191.42	12903056.05	22382999.17	34436064.83	41200514.46
ABCF3	86229391.46	21184780.78	33164063.38	31578544.26	39420646.29	24652365.04	22754861.05	32432952.48	22323927.62	33332064.99	39600175.07	42309017.36	43361940.63	67099070.54	26266728.97	48085773.17	75350976.32	22309167.24	34163586.07	20932649.47	79770928.67	50889228.31	20041855.79	28262085.64	24875072.47	51399564.75	77590483.63	38240906.58	47669100.54
ABCG1	234443.9454	285508.9004	206552.0416	1205311.773	489999.0748	0	4815084.023	1279739.332	2400892.11	4488360.706	1023606.70	0	139062.42	1600314.903	87226.12769	7965724.04	211652.1567	89286.64495	9537702.576	3280551.31	0	636151.6308	154159.6204	105625.0989	0	2360004.64	724559.2029	146523.8568	1055371.714
ABCG2	3084587.791	745828.8714	10055156.14	561180.4573	34139124.73	10504723.1	1324779.124	1577128.315	90849.12	1587008.279	1336537.90	432891.9392	481708.83	1937880.788	720241.5324	232007.9159	0	12438341.8	1476968.749	3057040.761	1460402.461	15386046.92	2110434.364	1891554.176	0	1643217.249	16708875.78	104618.1685	1282575.951
ABCG5	0	0	0	1033871.839	974070.2329	556959.2716	0	95271.32091	3954688.57	0	0.00	34783999.23	1433500.32	641347.5756	0	44184.64748	0	1057843.999	213611.4771	0	14578.26227	625587.799	0	231815.6067	0	0	0	0	0
ABCG8	114277.8583	0	711992.0682	63935.80461	5016026.565	476090.1995	0	0	0.00	0	0.00	0	1971118.48	0	0	1946103.027	27614854.31	4659806.507	556935.9942	0	1425515.963	1635014.169	0	150573.5518	0	0	751574.6748	0	0
ABHD10	477891052.7	57170672.09	531966546.4	169925338.4	237734686.3	107035086	126569833.9	326873485.3	93340205.75	131558323.4	617758831.60	1159759359	533582319.80	191986715.2	269837640.8	73555396.54	473950835.7	77780809.64	381443976.9	129422520.3	862887998.5	140464137.5	140457792.5	138952647.5	212687802.8	518631476	2210322729	410271292.8	84465766.12
ABHD11	102119570.4	9784122.064	95220913.58	226409028.8	270417057	29435707.14	17807044.32	248646699.8	31351864.47	125506366.7	539641798.60	194692248.9	46758709.91	50566555.26	29384949.67	34892816.4	34627746.49	375251517.1	137294181.2	200084521.9	288666982.5	206604172.4	21540584.1	13087710.38	30474559.56	91369972.59	933751130.3	28009776.98	31752609.59
ABHD12	14509560.14	3872653.223	45804710.41	12587050.77	7456562.498	6825497.874	11240477.76	13019989.86	5253883.67	7461254.045	11636214.78	22887574.47	10856036.10	24415034.15	7903262.665	9299939.841	6214692.486	134526271.8	9302216.942	8011338.466	13274043.98	20763153.41	3051162.664	9489053.472	26124759.32	8840451.403	76487632.88	26900530.8	11241870.5
ABHD13	248662.1085	0	0	0	1404664.015	2405113.948	0	359474.3391	0.00	0	0.00	0	213610.65	97542.80641	0	2392814.759	548925.2809	814835.7599	3347280.446	0	3613060.377	225114.0953	0	0	0	1440491.732	27305235.63	0	124624.2119
ABHD14A	4777805.228	0	1612035.198	0	0	0	1141246.495	149533.9985	0.00	0	0.00	0	0.00	0	0	0	0	0	1014405.137	0	913274.8354	0	135077.4936	0	11054351.67	0	2734520.304	0	66016.16133
ABHD14A-ACY1	6042970.544	0	2634277.725	0	0	0	0	365592.5642	0.00	236678.465	1107871.47	6436880.11	863891.66	342072.7456	0	0	0	0	1521857.084	284085.957	325507.124	731748.5045	0	0	414417.669	0	3572462.056	515458.6897	0
ABHD14B	1041392529	215889149.5	438997007.9	705051699.1	703845517.9	250937577.5	214585872.1	812553705.1	627101163.30	581796517.7	103365998.40	2233227023	1716749555.00	228497112.6	786517990.3	252969067.2	450193882.3	464282603	800900536.4	622241642.9	1166282450	715844713.8	1087014264	644734259.6	801709345.9	380093787.9	2001368108	500089525.8	966158438.4
ABHD15	220868.8652	0	29403.46456	0	215741.4846	67457.93147	0	596889.4533	14169785.70	0	0.00	0	8439716.47	783903.7679	0	0	49895.00333	370713.9246	0	0	399917.3398	373181.87	61684.39991	359749.8294	0	0	0	0	0
ABHD16A	31448768.22	28460651.19	23231402.32	15875711.15	30492510	9929748.236	19142333.77	25131785.83	17679017.70	24095657.24	39919442.87	13908434.07	28783306.07	24653835.62	16455488.8	4961832.93	7762868.098	21837802.81	14923946.61	12782402.19	19064129.14	16830157.56	13384632.61	29712671.1	17497099.27	80935679.19	65475362.16	20949099.19	9860298.018
ABHD17A	731456.669	0	461679.7167	0	0	0	0	0	0.00	0	0.00	0	0.00	0	0	0	0	323060.6847	0	0	0	0	50524.39973	0	102020.0591	503943.9939	0	712568.9662	0
ABHD17B	2549422.159	0	18152925.44	977816.5193	4653729.952	1343866.151	1196664.59	2054502.504	0.00	3219536.664	1062113.81	4502225.97	7682904.13	995512.2335	764249.4325	0	1359678.577	1646197.67	6188533.97	1480321.119	3236608.232	2696505.138	50819.10439	2759008.917	5189352.476	9591749.961	4389920.51	2577630.492	870265.9454
ABHD17C	542360.1232	399156.4728	11395843.62	718866.6429	1216799.504	579431.1355	26172.31026	604801.1704	256709.20	0	366298.88	472860.9303	355494.45	127889.9174	1236288.899	2573153.64	107951.7817	4038457.326	1747011.276	1538676.778	1158661.092	0	4610964.635	1258023.719	1505705.788	176338.0867	3791033.836	1830143.863	843133.3585
ABHD18	0	0	0	508108.4307	988795.4304	0	0	228918.286	0.00	0	1430612.23	336643.5091	223674.33	0	0	0	0	0	0	0	272715.8024	138212.0678	109729.015	0	0	0	1011824.97	0	0
ABHD2	290060.5765	125888.0346	17669281.09	66652.89655	68142.66413	412675.7217	424314.6984	2201670.619	7884466.32	0	3616743.69	360999.4113	47816173.72	517239.8317	8520.784508	1803388.805	2120765.257	0	0	0	0	447662.6887	303235.5853	0	1970574.465	176257.1437	52189.94493	293946.495	126195.6293
ABHD3	1785761.099	972008.1596	3673880.761	4237653.686	8778361.804	523902.4506	229579.0148	1087517.676	2500663.14	2909047.803	541329.53	3728286.83	14573450.91	3602727.301	2772985.415	1671459.237	569541.9031	717212.2116	213037.9039	6663364.63	2007422.743	10017646.89	0	2026648.637	1297226.871	0	10360052.53	1948783.024	0
ABHD4	2996163.879	0	11390774.86	0	2582774.403	1143598.763	1597569.921	546709.8323	603889.39	2993631.725	314241.17	772234.4852	674636.74	2766162.979	220558.3393	146111.7935	241473.7303	1522847.846	314742.0475	874985.8645	824126.4161	18201133.98	1699224.42	564813.0253	488119.5273	2058749.37	4624853.948	1303233.199	761015.0185
ABHD5	26651770.99	21386605.29	1374690.428	743329.6496	5756385.528	227354.2931	1104938.088	654879.033	169316930.90	4032246.636	2622200.10	0	2286654.42	2564907.178	443928.7844	9761328.433	1942761.712	2140221.665	467016.8201	3183245.343	4997356.601	3919645.951	552939.62	353736.6197	785244.6288	4175041.882	1381998.135	1377008.182	0
ABHD6	22598338.47	1188532.862	45669543.43	9565050.944	101127737	3768033.021	2116238.704	14405176.36	2716045.92	6600415.365	3065031.86	63140674.75	80042901.88	6820680.566	10740999.15	974186.7403	8931040.477	5341694.782	4826208.606	9588895.748	0	123416899	6351467.097	50018550.36	21244676.53	10307727.92	8793704.717	2173178.809	8306340.769
ABI1	54623871.75	71924237.42	434646320.7	106338349.7	83350293.08	216938695.3	74152755.77	111599731.4	68530305.99	58474423.8	28898001.40	76602282.61	37480723.80	125425983.2	85638481.21	49145588.44	41622120.73	109685934.4	188776827.2	57055221.07	127587972.4	78665721.28	129363713.1	123855899.4	110866136.2	66636723.67	45081990.67	65333926.42	69084166.82
ABI2	8382687.357	4263154.53	133308434.2	2441710.994	12354976.67	38637210.33	21365427.48	16324594.56	0.00	12055002.27	10490750.14	10404076.9	2865075.28	3516731.167	8117024.217	3785656.913	5967323.883	4099166.793	14561633.61	12887107.32	4549843.344	1203290.097	42169910.36	14834901.18	5221799.835	20142307	16245503.61	1403746.932	11278453.76
ABI3	49481217.41	25655969.8	6558555.317	20740774.4	23992927.67	12923174.1	9045252.344	7098412.997	3115130.04	30933455.39	14421887.31	3378445.16	16078189.34	34132735.38	69309589.06	2628293.226	4959871.654	11737542.16	1367099.203	7746085.471	4893019.137	38448865.26	24251091.44	93766678.57	7358875.605	3224255.528	15511102.43	56169350.89	28027768.24
ABI3BP	16305168.44	26069807.07	106739.6747	19636190.86	21814418.27	57530300.22	50608823.85	18170237.91	17851477.23	73666922.2	106089523.40	2887711.182	56459.53	6107381.971	40490173.6	58297137.93	11197171.44	72834322.7	39811678.73	15305097.78	13669066.47	7976853.889	139321628.4	1576526.869	24656284.56	5367627.165	759967.8312	13862955.91	26762042.77
