Gene name	Adrenal gland	Appendix	Brain	Colon	Duodenum	Endometrium	Esophagus	Fallopian tube	Fat	Gallbladder	Heart	Kidney	Liver	Lung	Lymph node	Ovary	Pancreas	Placenta	Prostate	Rectum	Salivary gland	Small intestine	Smooth muscle	Spleen	Stomach	Testis	Thyroid	Tonsil	Urinary bladder
RCAN2	0	213303.273	42894396.37	0	0	550057.8796	0	0	0.00	277620.4743	0.00	0	0.00	0	0	2537880.523	0	0	0	0	0	0	0	0	0	0	0	0	0
RCAN3	2908342.857	0	8462297.754	0	2955161.087	2743832.574	3516978.838	5693002.016	0.00	3739235.409	5011590.61	4326207.441	1694607.98	2275239.621	4274089.596	1824066.15	1843459.344	0	9313973.411	9882070.111	78738288.34	911856.0328	1502722.332	0	8728339.568	0	7037886.39	1428912.815	1428132.995
RCBTB1	2390560.562	0	4313516.255	0	223961.7393	266402.1998	0	0	0.00	0	525689.06	3088912.113	146400.98	626743.4166	809990.2539	0	0	147582.4985	444145.1442	197445.9526	1413493.539	829725.1426	4207296.804	1108110.578	1779376.084	1764484.636	2629605.85	576403.5664	0
RCBTB2	134524.9246	318528.5536	9632336.926	1865858.853	5311476.458	12595040.43	5623184.956	3503924.001	0.00	3819906.428	0.00	962342.2456	2580122.85	5829378.416	539789.426	7213230.87	1879106.348	1344694.809	2131269.681	1679819.292	13909514.95	1147046.399	3932756.146	6558917.18	2044183.616	529477.8431	19673958.09	1040264.707	8685476.406
RCC1	58128674.09	45240224.05	50134277.75	123479283.2	101026836.3	143055694.9	33682417.66	126194432.8	21206134.39	78616744.62	20335653.18	59956069.51	117720604.20	166360419.3	192748584	107408669.6	44689151.91	436483459.9	117073054.7	97466514.77	133803136.1	121843932.8	109922899.7	99125271.04	91597967.35	82054164.8	82301642.21	138734417	137855158.7
RCC2	42833346.92	223966981.2	70147438.75	284300221.8	157468171.2	164744272	108718200.3	148262018.2	39293945.04	81316647.75	81979929.77	78460614.71	18664828.77	320822176	366694452.7	385166224.1	81463434.43	510953360.4	66990497.25	126183641.6	78749022.65	154713701.8	119031600.3	188112664.4	111259212.8	88124892.63	177854979.1	369871063.7	135662934.4
RCCD1	16759345.81	4023584.962	3311928.932	2283213.965	3850623.36	29779718.25	8894763.551	6955442.416	227033.39	1582247.58	450185.88	1891521.205	5328492.04	1910894.843	4146559.039	5877474.405	39343.64449	0	4742132.041	4999809.535	3187981.821	241482.2304	2238010.461	0	676888.9912	256243.5818	118404.7042	4321865.822	0
RCE1	0	0	0	0	0	5852105.22	0	0	0.00	0	0.00	0	3615000.78	183670.0746	0	0	0	834258.2459	0	0	752603.7289	0	0	0	0	0	0	967388.5058	0
RCHY1	4104075.306	20943173.56	5350500.432	18022152.58	2610868.944	9716990.599	8171780.353	12088900.32	6023308.65	3124127.043	17471991.57	3763671.333	3914911.74	12599192.89	3771127.342	1368110.428	224259.7766	4530380.058	2244915.547	6696242.041	2965674.324	15068551.54	6677581.07	9876610.052	10461955.6	9465920.33	8653943.676	6497890.772	6440040.054
RCL1	753653.0806	1348731.063	1913373.084	2601584.928	6684041.434	5793358.709	1246110.908	3821791.867	0.00	2319568.953	401570.66	4519789.081	3663134.64	11572898.73	1071817.025	7971481.262	8292172.096	789507.0208	1145293.823	620810.6728	9446404.803	6063755.554	4665833.99	7163829.857	3881445.789	5437900.438	7548345.168	13461500.17	3717081.259
RCN1	753924381.3	498351276.1	449725886.9	475399294.7	600138506.5	930343632.6	532236661.7	569185723.4	646595477.20	898793840.1	286293046.40	177594044	981560426.00	675083458.8	330510640.5	270289384.2	257800366.7	1720196206	1054697762	280358454.4	1079119878	610612696.7	569730030.3	425721344.1	557983326.5	619633670.1	888662894.7	222530813.7	1580064395
RCN2	49675147.12	20213500.36	83697928.52	20466923.36	48798106.06	53604339.64	30062724.25	95626203.4	91851943.91	36877807.34	26480949.15	7685668.944	22211923.79	60014397.02	225549567.7	71303593.16	13750330.22	163438516.4	34255856.54	42729465.26	31378526.08	40864035.82	30697755.9	24038935.46	29603116.21	460558525.8	48739008.79	23603500.6	65314982.12
RCN3	61898748.16	58854160.14	3688537.931	39411602.08	25862743.96	207909727	179328497.6	119474561.2	207436873.60	504112348.3	108215944.50	4290952.079	20259170.23	127089311.3	36111174.81	179714505.8	3073435.294	101661380.9	52636917.51	35947365.02	14564307.67	9241611.556	222288745.9	19438076.94	70998529.73	117764761.3	4629600.079	31668566.74	204489355.5
RCOR1	6269757.783	4632794.169	4500638.044	6779266.766	14647945.32	10614594.96	8127191.081	15604653.74	2939732.32	9544222.791	2943600.42	4911343.14	11462522.70	27484944.31	11863766.14	26354289.37	54581581.28	18913071.73	11158670.26	5489969.147	21049975.93	14755119.17	12575745.87	13488591.03	6729767.667	32794439.63	7582567.264	14472629.37	7206625.706
RCOR3	2204568.902	62594.70564	3046705.973	1476607.895	1299411.961	4579369.981	1296512.711	7591432.543	175780.97	422691.3565	1526270.71	714263.3055	1527324.31	1648006.178	2527263.398	4912045.128	614463.3006	960674.778	3826196.237	2539238.994	820508.9547	1591075.593	1675066.393	968022.4879	1385353.898	14534426.18	1171931.92	1350419.229	188179.3173
RCSD1	18011348.02	333068650.7	10793505.77	67925768.44	43488206.18	29067350.64	47134841.81	24855766.11	62017723.27	29361772.65	50464419.79	9080386.567	16315896.54	77368913.88	347331391.8	75567991.42	12024305.38	24468357.06	7255166.329	39591801.55	10267686.63	103937657.4	14647209.42	174997147.3	48986241.4	21613998.59	6137870.253	208075411	37636417.75
RDH10	20141560.45	1678587.987	2672124.479	9306957.809	27985442.66	9922550.465	13306712.78	499989.9976	23052090.07	69577938.47	6239735.87	36816671.02	176680876.70	13948490.18	289480.8746	870232403.6	47023181.93	49183754.52	4954817.25	8647247.618	7121353.917	32498293.62	182061.5597	924864.0945	39908397.42	1593841.996	16215528.05	521944.8963	22883662.57
RDH11	176636812.8	25768525.78	67824256.28	29591211.81	22101985.3	73034086.86	10206165.89	40854733.73	17197408.50	34406156.88	35313212.71	292296654.4	267431710.50	55018201.06	22063097.67	4189959.817	8194181.414	53317563.76	398152412.9	23340169.41	81225427.26	25537192.79	50749305.92	65124567.35	74330409.97	101715964.5	128894900.6	61223498.95	32320758.75
RDH12	0	0	2415687.374	0	176532.0991	0	0	0	1029059.61	24495425.5	1110735.13	25063592.24	0.00	19765.99754	1105230.238	1113819.633	708881.5661	0	0	0	0	0	0	0	11525858.15	0	2602128.255	406279.2049	0
RDH13	45829711.76	13448013.07	21130400.58	68043570.29	44512979.02	8934338.872	71013989.51	43508084.54	18016271.89	11122427.04	458429573.80	77148547.02	16881654.49	15132144.84	1457417.961	24890657.72	29748273.49	96811438.52	26626264.49	131188546.8	90033999.55	46912700.19	29175761.43	21499252.29	38178489.65	22625050.71	68983751.46	9837912.685	13928523.17
RDH14	33580990.29	2588593.33	32407128.29	20508230.5	23896756.68	44911972.89	31963341.98	27613419.3	14246434.38	23566111.02	162576771.90	28111308.53	23345661.25	20573505.39	34796437.5	29768078.43	54691917.25	23346168.98	26045566.18	34563861.24	35035704.46	22306517.63	20741779.36	11433092.89	38595669.98	70995874.17	41617315.73	17678283.45	19822308.59
RDH16	163714.8638	689259.7916	118744.1921	8973899.862	1222096.792	2287303.375	6465444.457	4069828.016	601462.18	3096671.507	278640.37	23020.58921	2349746803.00	3590649.192	1536800.284	1091358.36	7635171.58	0	742438.823	0	410340.3518	179643.1841	34552182.65	10593792.48	4773284.627	87308103.79	3594943.725	772652.5105	344991.2579
RDH5	1481602.938	10571528.72	14625912.05	0	0	1377738.013	0	0	34553224.28	0	207079.29	0	3598561.22	0	847792.8429	3039812.928	0	0	0	2091310.451	783089.1607	0	981133.8593	0	0	4602273.952	0	385562.291	9628881.164
RDX	900586492.6	182742385.6	507768277.8	202946572.8	69420634.69	282967657.6	319442322.9	84492814.65	182914534.20	212649327.1	181842512.40	495227164.5	485746152.10	131069565.8	304127691.7	640970114.8	214071060.5	188486878.9	68872957.3	455837270.9	177481782.5	48688352.63	250431102.1	253923131.6	137797444.1	328893637.3	143255691	205034533.5	284839504.5
REC8	0	0	0	3163362.044	428512.7044	27842.6711	5158023.3	513778.2636	0.00	0	0.00	0	0.00	0	6332737.864	0	0	63310.48962	0	4740001.207	0	578973.44	5598419.134	0	0	10271671.48	0	0	0
RECK	4684156.266	3463813.055	261239.757	12859524.91	12349931.64	18773479.88	8169391.642	17442665.2	9242169.91	11836531.85	3841998.09	4761669.276	2566941.58	2579953.051	8564366.96	16948124.74	5150683.43	3323119.214	10192146.01	9627985.663	3991981.412	4805034.362	21375782.15	7303211.191	30624744.48	4714858.358	2693553.708	222867.8568	2005511.118
RECQL	83039096.9	88468024.91	47046557.04	51288170.03	60294480.75	153841766.2	49237703.74	121158663	122745193.80	107813523.2	50092143.78	51887369.78	52520702.87	154399640.7	249530293.3	109638579.3	45052566.17	68677229.19	52359037.34	48493133.62	51468854.97	59865583.21	131552670.7	146448883.9	49418254.81	65850840.36	47563717.1	158252955.6	87979976.55
RECQL4	0	12295769.8	0	30963526.83	82817.4112	31127183.28	13756586.69	7696752.508	15618445.73	18187825.72	12902318.79	0	1481189.86	16017642.76	7021340.611	35529354.26	3769477.766	166851.6492	892244.7371	1255274.894	0	9686221.181	0	10093966.15	7016602.321	509300.9513	497057.2054	0	21435020.78
RECQL5	54396.78307	2666703.294	443474.4141	716556.5027	961173.8609	1495548.586	6106421.193	3874706.245	45429.67	180365.268	176273.60	747478.2474	1553168.49	3049825.991	382944.4814	4457873.334	7078707.961	1473610.141	306537.4572	304356.8701	629116.2618	1147104.442	309943.994	1051570.186	85551.63377	1344831.778	897680.5418	3470944.421	259599.8243
REEP1	1875591.756	874443.4774	40168247.34	0	2603459.048	6586383.693	5350314.536	646674.7603	11351541.54	652411.3755	3692904.90	10344801.4	229931.73	0	945759.9698	30254604.18	6103430.625	0	1097412.932	9147738.137	687661.1719	3866014.19	21910903.77	0	1586082.531	121620593.3	105049.344	0	0
REEP2	1762147.895	1606542.461	43988404.12	565020.4915	1316785.802	1065481.78	2070136.582	0	0.00	3077106.991	2346983.94	0	524007.38	16547.69919	0	1832499.263	5978588.953	0	0	4507904.837	0	1442775.647	0	0	0	215727.9122	0	0	481319.3425
REEP3	27305906.97	2973466.838	6791295.961	10534697.83	32553091.69	13436544.52	8987923.28	19914122.83	11501645.20	9126846.461	741261.85	10847674.59	10428015.03	12191988.08	852898.2159	23975178.42	7555853.139	13765545.01	17166938.37	28294118.09	25696857.41	28048714.79	16183357.46	6891439.567	15852110.88	8148020.508	15166383.51	8193891.494	8768620.186
REEP4	1211407.597	1923542.776	2449648.078	3055504.51	9255748.29	1096389.854	2861436.915	4127194.325	1763430.60	5390806.589	2140495.66	0	5541613.95	11407946.28	4141578.187	5379596.38	122789.2684	16320567.37	3924523.068	5927776.195	3751103.564	8865492.709	367236.9067	8274825.385	8668821.841	17416734.16	3640531.553	6470403.037	6848276.014
REEP5	715238919.7	61818457.55	766396777.7	132692305.6	100787197.1	33728965.73	99163356.24	93607570.74	391751395.90	52245734.23	341403300.20	897307079.4	483426840.70	137441976	193796638.2	40207299.42	299195642.8	597497005.1	301264859.1	100677472.1	791247233.9	221393537	395563453.4	72631231.27	435499181.7	44286879.28	899316707.7	553110145.4	73548987.8
REEP6	626021201.9	3115908.363	24952289.18	53662565.69	213345754.8	4709459.104	704606.0479	22399572.25	39870087.61	14751644.66	14912365.52	172712532.3	1441543412.00	6707077.325	864696.6084	18628260.35	71703716.85	4335644.079	81450953.98	8123023.937	36261562.31	296722596.5	27405594.62	3119106.331	3934844.871	1552806304	19051965.25	9245465.869	19825080.05
REG1A	6652291.684	3587867.204	2390343.565	1494721.841	2184248128	4031492.603	3362508.86	635748.45	39454907.27	52783758.4	4455126.32	17683211.49	16655055.10	6436458.671	59340.62192	20979801.51	21956856921	19935875.74	6400150.41	5241399.17	1058338.259	882370172.6	5647278.065	3390222.145	1009780353	5003162.742	1759065.679	0	4027484.704
REG1B	0	0	1007458.639	0	0	3393643.089	2236629.739	0	0.00	3404877.84	0.00	0	0.00	0	0	0	134308960.3	0	0	1235799.74	0	21435291.72	0	7717531.768	0	0	0	0	0
REG3A	32305877.28	91480837.82	305367552.1	41011871.32	3149584143	42291137.52	43764370.58	49646661.23	226662917.20	155407467.8	4072918.89	15729315.41	0.00	28245520.08	2656869.31	17934961.15	90876712.52	18659216.42	108252140.5	36215410.15	7279577.602	3553916807	18232524.28	0	95042949.81	142812952.2	0	7720533.229	15734406.08
REG3G	0	0	1917639.292	0	0	0	0	0	0.00	0	0.00	0	0.00	0	0	0	988934.3049	0	0	0	0	0	0	0	0	5609646.847	0	0	0
REG4	0	0	569602.1025	22605715.32	587242134.5	0	97164.80137	383374.8481	4106836.20	0	2476031.50	561748.3506	0.00	433024.3555	2088014.539	3051813.897	1436296.488	499385.0551	2449941.239	13759650.07	3045859.597	309775661.8	2080963.898	5655081.941	9124382.761	408210.4558	934500.5193	0	0
REL	5570304.541	62987681.24	2567623.508	31679517.27	14738440.64	9362182.838	18231438.64	17919657.8	9068943.90	5439391.803	1989026.24	4317555.026	5262585.68	37373809.59	32736647.79	11260638.64	11037454.34	12419032.89	13683461.01	11086877.13	13063651.56	28409742.45	14700333.81	23930025.69	21181635.95	7808059.75	3343149.036	49479420.47	48647425.69
RELA	32195347.39	24661887.09	37277785.95	35196743.82	28802423.1	53780049.93	49428004.38	46916991.61	36077255.50	51558367.59	15516171.62	14805960.69	22783605.90	38467741.16	82597048.64	24280878.77	14212506.75	18524054.1	54706768.55	27539543.13	31141297.89	33342819.74	67155824.61	11300894.96	55327382.41	44515727.32	23470862.13	68984477.35	39615239.72
RELB	1527221.638	14412986.48	3699858.165	80564223.66	6527330.018	8110829.212	3548669.071	106336277.1	2087015.77	2800008.237	1018427.74	1683604.967	48585574.92	10932413.88	24468433.97	15868037.56	120019.2956	2231938.96	4063819.412	53770970.17	3700437.635	47493130.51	11606904.29	6330901.83	62106099.24	4412278.567	983747.8636	22351198.35	3377854.636
RELL1	13646422.17	3546046.838	20155508.73	13024906.47	11971553.97	10145469.66	7887284.872	28066244.27	3528649.66	14544260.79	16881589.85	9031958.871	4754662.41	29536842.45	5557904.121	8371486.522	0	18654105.24	10814882.61	13093027.41	6635411.842	20262242.04	13808852.21	4062913.774	25232920.48	1768237.45	47786035.83	1193432.057	12295025.04
RELN	1303951.26	504755.3228	291259.4985	230493.8461	18880.4148	142314.7479	200739.3106	385041.1422	41634.28	214264.0518	220605.52	0	262314.71	17531.89251	0	0	728325.3864	5659099.094	1167559.863	800784.8295	21048.9025	140864.6344	161294.5753	152496.852	340344.9838	432795.0638	0	42563.29669	56404.74036
REM1	1294907.905	0	0	831375.0555	564476.4117	4122523.234	1793284.976	6308640.458	433831.52	1948299.664	1682980.02	15992.76207	0.00	0	1135737.955	1805902.522	0	113854.3861	1866927.259	333848.8148	0	606781.8566	1652381.89	415710.914	1876384.417	1222092.699	90243.91617	332189.6486	731138.6869
REM2	0	0	66375.43521	0	0	0	0	0	0.00	0	0.00	0	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RENBP	19541684.59	10853403.81	2892150.979	12053882.68	19026720.83	5731436.71	12707942.55	1723914.836	36271432.15	9419009.892	3912858.48	143643001.1	4165800.21	88805157.44	24395796.55	7840200.395	5134634.563	6783104.486	3576816.594	19500283.3	2003880.422	14475351.75	7686944.534	160885221.6	140424753.2	21558074.31	11448914.69	12199461.12	10121923.78
REP15	0	0	0	824199.8521	1256371.502	3213381.27	0	0	0.00	0	0.00	368115.054	0.00	491758.473	0	0	0	0	0	2921342.913	0	1199052.955	114979.4112	0	15894385.15	0	0	0	0
REPIN1	929556.3768	454483.5557	1359695.341	9197570.38	0	580870.6896	1111626.479	4898141.556	0.00	0	0.00	1151365.226	2954085.89	3975630.282	1801615.566	882314.4599	956450.7797	0	200440.6694	1560246.035	1969745.325	2334316.618	326947.6774	0	2207903.719	0	1272962.042	1636456.447	543372.317
REPS1	13087743.82	17562613.12	22940370.92	12710513.23	9477414.538	13713870.39	8886801.181	8891014.767	4000677.78	11419155.52	8246126.86	11707621.32	18221997.29	16359280.69	14879256.77	20917364.04	8819932.932	8255124.481	12413049.86	12000603.9	14396852.48	10380996.27	13416623.57	12094777.68	14874981.84	36975515.44	9792889.993	15916641.72	12339368.39
REPS2	14140792.23	3628232.105	17102002.17	8903677.722	1514425.069	6901815.414	3798528.242	6759048.666	4165472.43	4308628.024	1144489.78	10117126.67	10586486.50	2478773.008	780665.4895	4705271.681	8468863.955	5525242.955	21215082.49	5181507.836	5629070.565	7578098.259	9613770.139	1487197.685	13599707.93	16769925.71	1000871.401	991206.216	5745512.345
RER1	284493889.3	88298220.64	45411881.38	78316809.22	40732355.53	69203390.89	61173296.4	109948701	174695113.10	264120958.7	99880861.29	146122499.1	226451285.00	100400141.9	114902022.6	106565358.3	172849389.9	330460538.3	120436117.3	90416369.39	314987503.2	135060331.2	68718534.85	339937520	208145172.6	149207452.2	234246498.2	133326748.2	139800723.2
RERE	524996.8823	47743.13899	122047.3352	368276.1094	1115457.353	1021300.169	491087.1334	2168599.132	87611.99	271588.0821	51771.35	1259584.982	495949.05	1052106.8	1217403.169	757488.1682	417887.8205	1219641.259	806101.8833	217332.9469	0	960612.1797	2256429.502	263468.9572	153316.5524	3614253.8	205420.0029	1113889.893	58871.33917
RERG	6097230.672	1950080.757	24887.19783	1255048.63	2377788.303	19025401.85	2463477.661	11268727.45	4105941.96	1770849.509	0.00	4083294.121	428495.00	58876.98427	907635.7007	641135.5335	583569.2306	3550793.912	14802819.35	10848149.44	2141279.551	2182534.09	48139618.59	8337854.018	2393502.612	6568012.413	1755193.836	2752443.497	3902491.888
REST	0	0	0	0	0	0	199982.8855	563385.4934	0.00	77345.05111	0.00	0	10394.69	415825.1287	0	0	444800.5369	0	0	116229.674	0	0	240610.8449	420727.7152	0	0	11110315.78	252902.1391	0
RET	600147.1594	1363964.931	0	0	0	0	0	0	0.00	0	0.00	370775.3487	267816.78	0	0	0	0	915526.0165	12526.33947	85997.81293	0	1211067.863	0	294612.5173	370845.5012	47312.6772	1288199.617	0	0
RETN	11637792.62	465680934.4	630891.88	26064805.9	38392720.3	2759286.611	88724689.15	1555377.453	428440563.40	139703683.4	145291223.00	6335892.222	2664394.13	8663109.786	17931066.11	14221147.87	5037492.619	9618673.867	25548231.92	13363864.68	2238854.401	6553058.314	948774.512	374811819.1	16093148.4	4391601.3	59469.00967	0	152779467.2
RETSAT	88208881.31	60503687.34	21980685.36	36469615.72	142553784.9	13095708.9	28767246.65	10082987.46	290140797.80	37391701.94	11152438.75	114706484.6	192498402.70	17117095.75	9606091.339	8028810.213	16693908.58	6321394.51	16906871.03	89634571.09	36445118.96	81979978.41	5488292.656	5344225.647	58151229.71	22792823.56	24754815.21	13036076.92	16452214.04
REXO1	340532.5436	0	0	31861.57467	50510.26499	0	13747.82808	35307.62785	0.00	0	0.00	0	0.00	284926.0367	0	126148.02	0	0	0	28699.67596	0	0	0	170281.5859	0	504260.4076	6979.434052	186032.7943	0
REXO2	53420100.77	129657689.4	20264064.71	62460986.69	36828759.29	356353165	224053130	54396235.5	115733244.90	134336484.6	483721189.50	149092731.1	46319581.02	65833284.74	39581168.16	53158615.06	23337985.43	131328944.4	207858716.2	150824248.7	401323534	30713470.39	447819398.1	110482011.2	65562206.5	127544152	321575291.3	23616982.32	105126995.5
REXO4	360146.5751	0	458511.7406	2463588.48	720178.8204	1722701.765	707639.7109	4330965.562	1425282.18	23385.46533	0.00	574584.9184	472111.68	14977545.05	2374309.744	2894260.639	0	7094318.59	81896.27477	93822.77626	399767.0595	4798243.327	0	0	964743.4188	5160707.327	2745386.444	1908487.652	1288008.011
RFC1	4099151.702	5585105.033	3645073.299	5870203.687	4798774.723	3958033.001	3010253.61	9461116.316	934475.14	1595616.666	872259.14	15671202.18	4676241.25	8272469.24	7631806.247	8024026.044	2135270.965	1785789.69	6842264.892	3468322.509	2762259.208	5916906.683	3321437.859	2831769.914	1870822.012	63816226.73	8187449.05	10324003.69	3183021.045
RFC2	9636397.757	11252201.27	6143761.647	47152866.26	15555421.08	14439998.45	8495848.813	24498339.66	7879739.65	5894918.938	3245503.47	9314260.049	4187127.21	53597125.29	12924272.48	9694836.58	21192992.55	10653403.97	5396931.732	9223125.83	4238763.129	32876153.76	15105746.6	25817408.86	5895592.421	21643432.42	1770556.309	36622350.87	9179073.314
RFC3	17781244.89	19159743.57	11121708.09	22481793.9	18692487.23	23341947.35	9560417.684	23076265.74	7028683.82	10185286.75	5266090.92	14468903.93	5938088.83	42775830.01	30584504.78	21217388.25	4684880.481	10098556.93	10278003.86	11852620.65	16259254.74	13933810.26	13826301.83	14968141.86	7247442.103	35917369.19	13882430.43	33550016.05	14664068.48
RFC4	11113278.05	10284802.08	11607042.03	14287528.07	33713449.86	77953974.91	55200722.65	24712032.34	4047433.47	18601289.15	5582434.13	10124358.54	8644840.75	38854240.64	47967677.21	67831421.01	28459734.6	17900490.07	10588659.64	18754782.77	13021787.76	33580215.74	35599159.73	10576529.12	8347500.28	58462212.71	12299096.46	44385576.22	11676712.47
RFC5	5611502.045	17946370.77	4522180.281	5064255.472	9175027.722	5357999.424	11849599.07	14379736.75	1205019.43	4568314.359	2673563.22	6673078.122	3754440.86	19250434.84	10232018.37	17287071.01	12024305.38	10699404.6	12651741.8	2840580.357	6669224.908	7017402.57	5651155.758	13092344.84	4812592.285	14919273.53	3434199.794	23021539.57	5352242.266
RFESD	31964239.44	16269189.73	3643932.827	1849183.007	174170.3919	983279.0029	2464592.393	3886154.067	6620785.10	4072223.462	2360327.39	0	1252442.96	1155012.287	6798655.033	0	2989178.74	16425630.53	3282299.236	12157661.59	25531549.08	614443.5368	8980542.887	11801648.19	2265567.311	79758.32592	2339967.018	357722.5335	5225309.428
RFFL	0	0	11243780.77	1692215.871	5320305.27	1084323.003	656855.7149	293865.5977	0.00	1240716.355	1618943.67	0	1642401.26	2772374.578	3607381.843	3602236.703	0	0	745502.63	749409.5127	1617015.999	3121380.132	1105995.571	731595.5952	2562599.706	5067475.664	3697610.012	3345040.11	1596970.297
RFK	13767000.24	858724.4535	33289937.63	60632763.24	37525604.82	16837491.23	9112932.489	18041767.9	8603175.43	11674798.52	22160475.85	6743330.565	19354253.71	2937465.07	4944532.988	1146984.472	18189230.95	27922379.29	47378569.61	3111627.035	11328987.56	15413907.58	16557748.71	4039278.037	14734067.6	83231518.08	36221715.24	9283664.083	10426230.01
RFNG	72577.94519	0	354978.0578	0	258709.4214	126606.6716	0	673500.8239	0.00	169559.134	19878685.91	66744986.68	38985462.23	740491.5941	0	0	217878.8086	114513.1605	372786.9407	296071.2042	4103188.832	268042.7218	343078.8799	0	1332585.222	370336.4726	26545854.82	470939.0452	219654.781
RFT1	11775452.58	5331854.093	17588180.9	3904289.76	10105521.46	6651163.63	2861596.162	6315509.151	0.00	6932359.977	8629370.09	3836506.586	5150174.61	12757243.57	10253913.36	11482007.86	21547919.43	11653491.63	15154088.39	4438659.845	8804707.933	9898658.679	5292469.164	11573748.7	9048363.234	19716988.13	3716344.736	8298000.353	8993939.83
RFTN1	28909595.2	138929002.5	30527884.87	50752707.1	27233417.05	134439539.9	83469524.93	73503922.85	99570465.83	47534598.91	62732468.00	29862453.99	32089731.80	42464559.9	213854943	100013478.1	17329690.64	103626345.9	27923751.14	29609912.55	13499464.42	35685436.51	66888263.79	121585014.8	39474529.88	16152551.09	38227579.68	177344572.9	43417681.92
RFTN2	570957.2202	63472.8363	76204609.05	69247.59695	356116.4447	970799.3385	152463.4612	30308.74546	1320656.73	3683606.97	0.00	33460.30889	0.00	118041.0824	548090.8455	1600102.126	0	243326.2682	504352.5152	227817.4205	1471458.797	238086.713	392965.3992	0	159166.3477	0	0	195455.0205	5571741.845
RFWD2	338020.5007	248574.0458	6205.853978	0	416846.0598	3241325.557	97761.97912	128648.0827	0.00	424067.3941	0.00	0	148081.96	244385.0019	0	582087.5242	0	96005.00781	0	0	0	275716.0106	502296.9507	0	304486.0167	1276766.042	62149.32417	0	52796.30031
RFX1	1846653.021	2003738.907	1136796.543	9770821.702	4118956.187	5082049.593	565989.1482	10494727.47	1586627.65	0	17513423.27	2030734.687	1891438.43	3748423.802	7272666.086	7317590.645	641005.6585	5334198.384	9008661.476	4524448.247	2812817.793	4719072.631	3044376.701	4193953.084	2784725.055	3934493.891	11108317.41	5436654.496	1175292.76
RFX2	769609.5775	0	390746.6199	0	1079952.916	0	30964.06454	2568255.328	1778377.09	0	0.00	32030.72333	0.00	1774722.793	0	0	0	132118.3379	0	0	0	1242643.272	690481.3874	0	47295.27046	1113996.952	0	6848490.462	29660157.79
RFX3	575699.9574	186396.5735	4920078.079	683480.1922	120614.1867	0	117532.5439	10173170.86	1719485.36	0	0.00	0	80028.09	2885287.64	611513.6905	192461.4806	0	0	2623936.978	348409.8082	289879.9592	938381.6985	0	601320.971	2867790.294	0	206644.0049	520207.252	43661.57035
RFX5	4515648.425	34969976.61	5471305.92	6538308.444	5812826.863	12523062.72	2298497.354	11424163.44	1594037.02	3039412.691	536686.74	3636467.92	1306352.88	17865938.49	17190164.42	2212475.879	2076630.872	1902267.815	2530455.238	1158178.338	2918658.06	6410272.455	5793273.203	28397643.54	3818219.792	1627322.98	3598440.874	16710595.35	19017476.8
RFX7	51389.36524	0	512578.5327	2400250.864	0	384667.9252	0	114391.7281	652829.57	0	0.00	0	0.00	4805844.97	55043.59965	64061.65727	0	0	0	0	78101.74394	743589.2831	465361.9257	153817.6726	976869.4603	0	0	27634.5357	0
RFXANK	3335892.569	96196.54499	923359.4334	3229300.48	3387110.722	3084033.095	1074601.458	2625367.241	736338.31	0	0.00	2004260.88	177591.72	3139894.173	3787418.878	1285157.787	0	450181.4238	144886.01	2140940.682	376924.4543	1594093.831	7401546.336	3287337.169	268645.5911	652467.1096	646422.9144	12826361.23	2649570.552
RFXAP	2600265.909	0	7279586.677	1545499.027	3414227.788	2203258.816	0	6578427.47	0.00	0	0.00	0	550421.76	7175086.786	10701567.41	0	0	639863.0127	2649587.456	2143872.426	0	2980219.478	3379021.599	5154792.162	1765970.69	769179.6114	0	3419489.179	0
RGCC	14618080.39	3655206.726	9554615.912	2484548.029	725097.7301	6059887.928	33271559.37	5063498.989	46707149.73	3462201.87	5880620.51	14112476.09	0.00	9108274.366	12104507.3	878827.692	2052248.938	222830434.3	8285460.512	0	23840895.74	5208317.348	5349859.019	39169283.36	1385632.018	0	10895241.15	4875365.439	4103976.982
RGL1	0	412473.9792	20023.29853	0	0	63218.65616	70486.08438	109587.4587	0.00	370330.1916	1194390.61	51604.55204	40202.88	631809.3205	0	0	50894.19965	157855.9714	299861.2079	0	0	53874.96188	0	0	0	29851.05644	0	120990971.8	421344.9625
RGL2	8289339.84	8883189.12	6363407.989	5354935.352	8188407.963	8077380.747	27767172.97	7009501.577	3839587.80	8709470.131	6877662.19	4558402.097	3383662.06	7495329.213	7688255.9	7399651.322	24639641.17	17640955.68	9722599.769	8771497.705	8380702.809	6525778.089	77617840.07	12190942.69	8460417.089	4032434.966	12152965.61	3059826.775	56997832.66
RGL3	0	0	359476.5838	2160363.468	933899.1376	2006590.314	1427652.945	723896.6815	8129997.58	3250057.308	873538.65	1613739.946	0.00	1105181.461	0	0	1594238.949	1038705.468	0	1556057.829	0	630811.6719	556158.1051	198737.1602	1124495.673	15814.06202	10911477.91	90282.60336	147053.6323
RGMA	951571.9213	4019897.783	39076773.97	0	4456973.567	1116818.821	5675338.48	53170.04653	274772.74	204103.5468	927278.00	7675725.124	27108247.84	576367.3504	1426910.244	205557.1322	0	0	0	2819848.741	2342762.492	2395958.318	469782.4957	0	2110190.815	5815021.409	4090040.029	65735.38216	502881.2961
